time,close
20180101,1407
20180102,1406
20180103,1400
20180106,1400
20180107,1387
20180108,1371
20180109,1365
20180110,1373
20180113,1379
20180114,1382
20180115,1385
20180116,1388
20180117,1384
20180120,1442
20180121,1451
20180122,1439
20180123,1423
20180124,1410
20180127,1376
20180128,1353
20180129,1352
20180130,1374
20180131,1368
20180203,1362
20180204,1365
20180205,1366
20180206,1352
20180207,1351
20180210,1348
20180212,1350
20180213,1383
20180214,1353
20180217,1350
20180218,1350
20180219,1350
20180221,1351
20180224,1415
20180225,1417
20180226,1485
20180227,1557
20180228,1634
20180303,1735
20180304,1677
20180305,1602
20180306,1635
20180307,1556
20180310,1562
20180311,1536
20180312,1594
20180313,1612
20180314,1553
20180317,1492
20180318,1519
20180319,1553
20180325,1539
20180326,1505
20180327,1450
20180328,1455
20180403,1432
20180404,1438
20180407,1449
20180408,1458
20180409,1399
20180410,1398
20180411,1342
20180415,1350
20180416,1363
20180417,1344
20180418,1357
20180421,1389
20180422,1420
20180423,1444
20180424,1434
20180425,1402
20180428,1377
20180429,1349
20180430,1359
20180501,1353
20180505,1356
20180506,1343
20180507,1330
20180508,1358
20180509,1303
20180512,1281
20180513,1335
20180514,1398
20180515,1438
20180516,1373
20180519,1369
20180520,1358
20180521,1355
20180522,1340
20180523,1334
20180526,1347
20180527,1360
20180528,1349
20180529,1353
20180530,1353
20180602,1353
20180603,1203
20180609,1260
20180610,1314
20180611,1329
20180612,1308
20180613,1325
20180617,1378
20180618,1379
20180619,1370
20180620,1318
20180623,1360
20180624,1371
20180625,1334
20180626,1276
20180627,1243
20180630,1300
20180701,1288
20180702,1285
20180703,1261
20180704,1256
20180707,1278
20180708,1248
20180710,1228
20180711,1214
20180714,1228
20180715,1227
20180716,1215
20180717,1214
20180718,1205
20180721,1203
20180722,1197
20180723,1164
20180724,1133
20180725,1166
20180726,1166
20180727,1166
20180728,1174
20180729,1145
20180730,1101
20180731,1129
20180801,1110
20180804,1059
20180805,1013
20180806,968
20180807,1006
20180808,995
20180811,1006
20180812,1055
20180813,1055
20180814,1095
20180815,1095
20180818,1095
20180819,1124
20180820,1082
20180821,1104
20180825,1137
20180826,1144
20180827,1191
20180828,1163
20180829,1145
20180901,1146
20180902,1180
20180903,1168
20180904,1160
20180905,1174
20180908,1224
20180909,1285
20180910,1348
20180911,1353
20180912,1382
20180915,1443
20180916,1438
20180917,1503
20180918,1557
20180922,1627
20180923,1603
20180924,1613
20180925,1648
20180926,1633
20180929,1710
20180930,1793
20181001,1720
20181002,1637
20181003,1611
20181006,1531
20181007,1518
20181008,1517
20181009,1478
20181010,1410
20181013,1410
20181014,1410
20181015,1343
20181016,1385
20181017,1328
20181020,1324
20181021,1300
20181022,1242
20181023,1192
20181024,1135
20181027,1181
20181028,1231
20181029,1238
20181031,1226
20181103,1189
20181104,1209
20181105,1220
20181106,1206
20181110,1208
20181111,1208
20181112,1208
20181113,1208
20181114,1238
20181117,1197
20181118,1155
20181119,1165
20181120,1159
20181121,1159
20181124,1159
20181126,1108
20181127,1140
20181128,1165
20181201,1153
20181202,1148
20181203,1145
20181204,1148
20181205,1171
20181208,1226
20181209,1211
20181210,1194
20181211,1191
20181212,1188
20181215,1150
20181216,1141
20181217,1146
20181218,1136
20181219,1124
20181222,1106
20181223,1118
20181224,1118
20181225,1151
20181226,1164
20181229,1166
20181230,1158
20181231,1150
20190101,1151
20190102,1155
20190105,1152
20190106,1146
20190107,1152
20190108,1148
20190109,1141
20190112,1150
20190113,1181
20190114,1194
20190115,1214
20190116,1202
20190119,1186
20190120,1207
20190121,1159
20190122,1169
20190123,1161
20190126,1161
20190127,1161
20190128,1171
20190129,1175
20190130,1168
20190202,1174
20190203,1226
20190204,1287
20190205,1351
20190206,1416
20190210,1486
20190212,1560
20190213,1581
20190216,1506
20190217,1518
20190218,1499
20190219,1435
20190220,1366
20190223,1382
20190224,1445
20190225,1384
20190226,1319
20190227,1341
20190302,1400
20190303,1411
20190304,1351
20190305,1311
20190306,1333
20190309,1314
20190310,1321
20190311,1309
20190312,1364
20190313,1342
20190316,1368
20190317,1322
20190318,1324
20190319,1324
20190325,1324
20190326,1385
20190327,1420
20190330,1456
20190331,1405
20190406,1416
20190407,1411
20190408,1375
20190409,1336
20190410,1360
20190413,1417
20190414,1417
20190415,1522
20190416,1526
20190417,1463
20190420,1512
20190422,1488
20190423,1422
20190424,1491
20190427,1560
20190428,1638
20190429,1719
20190430,1779
20190501,1818
20190504,1898
20190505,1955
20190506,1950
20190507,1854
20190508,1826
20190511,1749
20190512,1664
20190513,1742
20190514,1829
20190515,1919
20190518,2014
20190519,2114
20190520,2132
20190521,2204
20190522,2289
20190525,2391
20190526,2489
20190528,2540
20190529,2520
20190601,2520
20190602,2520
20190603,2360
20190608,2276
20190609,2179
20190610,2196
20190611,2162
20190612,2264
20190615,2304
20190616,2240
20190617,2240
20190618,2212
20190619,2110
20190622,2050
20190623,2152
20190624,2152
20190625,2152
20190626,2207
20190630,2116
20190701,2145
20190702,2205
20190703,2170
20190706,2151
20190707,2217
20190708,2327
20190709,2316
20190710,2236
20190713,2207
20190714,2254
20190715,2203
20190716,2113
20190717,2031
20190720,1958
20190721,1918
20190722,1949
20190723,1868
20190724,1883
20190727,1874
20190728,1885
20190729,1872
20190730,1824
20190731,1793
20190803,1874
20190804,1889
20190805,1901
20190806,1954
20190807,1989
20190810,1969
20190811,1940
20190813,1962
20190814,1992
20190817,2061
20190818,2057
20190819,2043
20190821,2051
20190824,2122
20190825,2166
20190826,2273
20190827,2239
20190828,2202
20190831,2173
20190901,2202
20190902,2120
20190903,2209
20190904,2304
20190907,2298
20190908,2261
20190911,2274
20190914,2371
20190915,2349
20190916,2464
20190917,2579
20190918,2602
20190921,2676
20190922,2665
20190923,2758
20190924,2704
20190925,2747
20190928,2871
20190929,3012
20190930,2992
20191001,2973
20191002,2854
20191005,2769
20191006,2700
20191007,2835
20191008,2871
20191009,2856
20191012,2998
20191013,2906
20191014,2765
20191015,2631
20191016,2500
20191020,2478
20191021,2357
20191022,2305
20191023,2233
20191026,2128
20191028,2188
20191030,2292
20191102,2277
20191103,2329
20191104,2230
20191105,2145
20191109,2245
20191110,2231
20191111,2328
20191112,2413
20191113,2422
20191116,2325
20191117,2209
20191118,2142
20191119,2206
20191120,2226
20191123,2310
20191124,2399
20191125,2518
20191126,2641
20191127,2607
20191130,2676
20191201,2698
20191202,2745
20191203,2882
20191204,3026
20191207,3177
20191208,3335
20191209,3335
20191210,3335
20191211,3557
20191214,3700
20191215,3628
20191216,3756
20191217,3919
20191218,4114
20191221,4319
20191222,4534
20191223,4743
20191224,4941
20191225,5188
20191228,5359
20191229,5359
20191230,5626
20191231,5685
20200101,5531
20200104,5334
20200105,5130
20200107,4876
20200108,4842
20200111,4932
20200112,4770
20200113,4802
20200114,4755
20200115,4617
20200118,4814
20200119,4886
20200120,4799
20200121,4724
20200122,4901
20200125,5146
20200126,5241
20200127,5092
20200128,5097
20200201,4869
20200202,4874
20200203,4942
20200204,5129
20200205,5366
20200208,5265
20200209,5114
20200210,5114
20200212,5118
20200215,5335
20200216,5318
20200217,5084
20200218,5067
20200219,5101
20200222,4986
20200223,5235
20200224,5496
20200225,5766
20200226,6010
20200229,6144
20200301,6414
20200302,6573
20200303,6576
20200304,7240
20200307,7468
20200309,7126
20200310,7239
20200311,7599
20200314,7409
20200315,7289
20200316,7506
20200317,7633
20200318,8009
20200324,8283
20200325,8484
20200328,8724
20200329,9144
20200330,9600
20200404,9775
20200405,9954
20200406,10451
20200407,10582
20200408,10793
20200411,11113
20200412,11148
20200413,11705
20200414,12290
20200415,12785
20200418,13417
20200419,13854
20200420,14218
20200421,14065
20200422,14725
20200425,15422
20200426,14885
20200427,14264
20200428,13634
20200429,13905
20200502,14528
20200503,15212
20200504,14491
20200505,14132
20200506,13458
20200509,13380
20200510,13303
20200511,13808
20200512,14176
20200513,14658
20200516,14308
20200517,13665
20200518,14145
20200519,13813
20200520,13544
20200523,12986
20200526,12373
20200527,11938
20200530,12377
20200531,12377
20200601,12377
20200602,13624
20200606,14305
20200607,14735
20200608,14735
20200609,14204
20200610,13878
20200613,14520
20200614,15170
20200615,15920
20200616,16650
20200620,17180
20200621,16400
20200622,17040
20200623,16700
20200624,15930
20200627,15430
20200628,14800
20200629,14110
20200630,14790
20200701,14610
20200704,14060
20200705,14100
20200706,14800
20200707,14240
20200708,13560
20200711,12970
20200712,13400
20200713,12750
20200714,12640
20200715,13200
20200718,13690
20200719,14280
20200720,13860
20200721,13200
20200722,12600
20200725,12350
20200726,12800
20200727,12520
20200728,12140
20200729,12040
20200801,12480
20200802,13010
20200803,13650
20200804,13950
20200805,14410
20200809,15000
20200810,15610
20200811,16310
20200812,17060
20200815,17140
20200816,16540
20200817,16230
20200818,15420
20200819,15370
20200822,14790
20200823,14610
20200824,13900
20200825,14160
20200826,14810
20200831,14170
20200901,14040
20200902,14000
20200905,13360
20200906,13350
20200907,13300
20200908,13290
20200909,12660
20200912,12470
20200913,12380
20200914,12260
20200915,11740
20200916,11480
20200919,11440
20200920,11430
20200921,11420
20200922,11410
20200923,11380
20200926,11370
20200927,11370
20200928,11370
20200929,11370
20200930,11360
20201003,11300
20201004,11290
20201005,11280
20201006,10750
20201007,10410
20201010,10180
20201011,10330
20201012,9890
20201013,9800
20201014,9790
20201018,9780
20201019,9770
20201020,9760
20201021,9750
20201024,9750
20201026,9750
20201027,9750
20201028,9750
20201031,9730
20201101,9730
20201102,9730
20201104,9730
20201107,9730
20201108,9730
20201109,9730
20201110,9730
20201111,9730
20201114,9680
20201115,9680
20201116,9670
20201117,9450
20201118,9870
20201121,9520
20201122,9070
20201123,8980
20201124,9390
20201125,9800
20201128,10260
20201129,10760
20201130,11290
20201201,11730
20201202,12290
20201205,12880
20201206,13060
20201207,13440
20201208,14090
20201209,14680
20201212,14680
20201213,14680
20201214,14680
20201215,14650
20201216,14260
20201219,14650
20201220,14210
20201221,13970
20201222,13350
20201223,13960
20201226,13420
20201227,12870
20201228,12970
20201229,12950
20201230,13020
20210102,12490
20210103,12030
20210104,12430
20210105,13050
20210106,13700
20210109,14260
20210110,14570
20210111,15240
20210112,15870
20210113,16550
20210116,16000
20210118,15610
20210119,14890
20210120,14410
20210123,13880
20210124,13350
20210125,13660
20210126,13750
20210127,13110
20210130,12760
20210131,12230
20210201,12740
20210202,12910
20210203,12370
20210206,12180
20210207,11660
20210208,11390
20210209,10880
20210213,10900
20210214,10700
20210215,11020
20210216,11460
20210217,12050
20210220,12700
20210221,12670
20210222,12670
20210223,12670
20210224,12670
20210227,12670
20210228,12670
20210301,12670
20210302,12670
20210303,12670
20210306,12670
20210307,12670
20210308,12670
20210309,12670
20210310,12670
20210313,12670
20210314,12660
20210315,12650
20210316,12580
20210317,12580
20210327,12580
20210328,12580
20210330,12580
20210331,12580
20210403,12580
20210404,12580
20210405,12580
20210406,12580
20210407,12580
20210410,12580
20210411,12580
20210412,12580
20210413,12580
20210414,12580
20210417,12580
20210418,12580
20210419,12580
20210420,12580
20210421,12580
20210424,12580
20210425,12580
20210426,12580
20210427,12580
20210428,12580
20210501,12580
20210502,12580
20210503,12580
20210505,12580
20210508,12580
20210509,12580
20210510,12580
20210511,12580
20210512,12580
20210515,12580
20210516,12570
20210517,12570
20210518,12570
20210519,12440
20210522,12440
20210523,12440
20210524,12440
20210525,12440
20210526,12440
20210529,12380
20210530,12370
20210531,12340
20210601,12340
20210602,11110
20210607,11110
20210608,11110
20210609,11110
20210612,11010
20210613,10930
20210614,10930
20210615,10850
20210616,10850
20210619,10750
20210620,10750
20210621,10750
20210622,10750
20210623,10750
20210626,10750
20210627,10750
20210628,10750
20210629,6500
20210630,6800
20210703,6620
20210704,6390
20210705,6600
20210706,6910
20210707,7150
20210710,6820
20210711,6980
20210712,7310
20210713,7590
20210714,7480
20210717,7820
20210718,8120
20210719,7800
20210726,7480
20210727,7410
20210728,7590
20210731,7240
20210801,7130
20210802,7250
20210803,7190
20210804,7200
20210807,7280
20210808,6990
20210809,7270
20210810,7270
20210811,7270
20210814,6960
20210815,6790
20210822,6840
20210823,6870
20210824,7180
20210825,7110
20210828,7250
20210829,7150
20210830,7420
20210831,7580
20210901,7290
20210904,7600
20210905,7690
20210906,7570
20210907,7210
20210908,7020
20210911,7020
20210912,6740
20210913,6490
20210914,6240
20210915,6370
20210918,6130
20210919,5860
20210920,5590
20210921,5390
20210922,5160
20210925,5310
20210926,5110
20210928,4990
20210929,5210
20211002,5060
20211003,4890
20211004,4710
20211006,4810
20211009,4736
20211010,4548
20211011,4398
20211012,4183
20211013,4283
20211016,4461
20211017,4684
20211018,4918
20211019,5163
20211020,5068
20211023,5250
20211025,4990
20211026,4760
20211027,4540
20211030,4346
20211031,4246
20211101,4285
20211102,4477
20211103,4444
20211106,4654
20211107,4553
20211108,4356
20211109,4174
20211110,4368
20211113,4175
20211114,4262
20211115,4067
20211116,3882
20211117,3838
20211120,4026
20211121,4129
20211122,4192
20211123,4005
20211124,3846
20211127,3681
20211128,3646
20211129,3615
20211130,3576
20211201,3405
20211204,3247
20211205,3101
20211206,3206
20211207,3069
20211208,3057
20211211,2985
20211212,2878
20211213,2745
20211214,2616
20211215,2580
20211218,2683
20211219,2635
20211220,2750
20211221,2828
20211222,2931
20211225,2855
20211226,2781
20211227,2911
20211228,2940
20211229,2916
20220101,2892
20220102,2839
20220103,2839
20220104,2772
20220105,2747
20220108,2731
20220109,2612
20220110,2549
20220111,2639
20220112,2770
20220115,2785
20220116,2650
20220117,2626
20220118,2510
20220119,2483
20220122,2414
20220123,2386
20220124,2334
20220125,2220
20220126,2140
20220129,2194
20220130,2170
20220131,2243
20220201,2220
20220202,2290
20220205,2248
20220206,2283
20220207,2265
20220208,2253
20220209,2225
20220212,2183
20220213,2244
20220214,2227
20220216,2210
20220219,2205
20220220,2194
20220221,2219
20220222,2249
20220223,2259
20220226,2242
20220227,2253
20220228,2358
20220302,2473
20220305,2438
20220306,2385
20220307,2452
20220308,2339
20220309,2316
20220312,2305
20220313,2295
20220314,2266
20220315,2366
20220316,2361
20220319,2457
20220326,2405
20220327,2510
20220328,2494
20220329,2489
20220330,2472
20220403,2556
20220404,2522
20220405,2502
20220406,2624
20220409,2744
20220410,2730
20220411,2783
20220412,2660
20220413,2666
20220416,2673
20220417,2723
20220418,2762
20220419,2736
20220420,2715
20220424,2800
20220425,2941
20220426,2913
20220427,2851
20220430,2886
20220501,2970
20220502,2977
20220507,2988
20220508,2955
20220509,2815
20220510,2765
20220511,2927
20220514,3047
20220515,3085
20220516,3009
20220517,3009
20220518,3009
20220521,2924
20220522,2878
20220523,2749
20220524,2626
20220525,2762
20220528,2792
20220529,2671
20220530,2672
20220531,2694
20220601,2687
20220606,2538
20220607,2508
20220608,2627
20220611,2778
20220612,2902
20220613,2895
20220614,2757
20220615,2822
20220618,2771
20220619,2724
20220620,2708
20220621,2706
20220622,2668
20220625,2808
20220626,2799
20220627,2885
20220628,2919
20220629,2854
20220702,2832
20220703,2822
20220704,2853
20220705,2956
20220706,2913
20220709,2766
20220711,2643
20220712,2593
20220713,2734
20220716,2840
20220717,2791
20220719,2706
20220720,2716
20220723,2712
20220724,2646
20220725,2623
20220726,2594
20220727,2610
20220730,2621
20220731,2613
20220801,2609
20220802,2609
20220803,2616
20220806,2673
20220809,2680
20220810,2686
20220813,2760
20220814,2764
20220815,2755
20220816,2849
20220817,2973
20220820,2943
20220821,3080
20220822,3081
20220823,2980
20220824,3035
20220827,2971
20220828,3123
20220829,3303
20220830,3268
20220831,3313
20220903,3188
20220904,3216
20220905,3210
20220906,3315
20220907,3403
20220910,3186
20220911,3143
20220912,3110
20220913,3117
20220914,3086
20220918,2888
20220919,2883
20220920,2714
20220921,2709
20220924,2709
20220926,2758
20220928,2837
20221001,2817
20221002,2803
20221003,2802
20221004,2780
20221008,2778
20221009,2720
20221010,2637
20221011,2671
20221012,2817
20221015,2802
20221016,2786
20221017,2757
20221018,2786
20221019,2789
20221022,2811
20221023,2930
20221024,3084
20221025,3045
20221026,3222
20221029,3079
20221030,2970
20221031,2988
20221101,2983
20221102,3014
20221105,3082
20221106,3061
20221107,3198
20221108,3376
20221109,3509
20221112,3576
20221113,3484
20221114,3265
20221115,3292
20221116,3423
20221119,3423
20221120,3431
20221121,3410
20221122,3408
20221123,3525
20221126,3568
20221127,3545
20221128,3530
20221129,3513
20221130,3460
20221203,3370
20221204,3476
20221205,3542
20221206,3509
20221207,3484
20221210,3311
20221211,3355
20221212,3401
20221213,3463
20221214,3443
20221217,3387
20221218,3418
20221219,3565
20221220,3752
20221221,3920
20221224,4167
20221225,4194
20221226,4137
20221228,4225
20221231,3993
20230101,3908
20230102,4145
20230103,4406
20230104,4449
20230107,4564
20230108,4512
20230109,4414
20230110,4503
20230111,4413
20230114,4429
20230115,4429
20230116,4666
20230117,4575
20230118,4559
20230121,4425
20230122,4207
20230123,4144
20230124,4201
20230125,4229
20230128,4335
20230129,4045
20230130,3781
20230131,3744
20230201,3594
20230205,3497
20230206,3461
20230207,3541
20230208,3526
20230212,3479
20230213,3659
20230214,3846
20230215,3767
20230219,3651
20230220,3851
20230221,3914
20230222,3797
20230225,4012
20230226,3886
20230227,3867
20230228,3854
20230301,3971
20230304,4233
20230305,4227
20230306,4166
20230307,4219
20230311,4502
20230312,4507
20230313,4418
20230314,4398
20230315,4458
20230318,4589
20230319,4589
20230325,4577
20230326,4462
20230327,4642
20230328,4836
20230329,4907
20230403,4862
20230404,4782
20230405,5020
20230408,5340
20230409,5350
20230410,5230
20230411,5420
20230415,5580
20230416,5890
20230417,6260
20230418,6640
20230419,6940
20230424,6940
20230425,6940
20230426,7020
20230429,6700
20230430,6890
20230501,6740
20230502,7040
20230503,6850
20230506,6660
20230507,6270
20230508,5980
20230509,5580
20230510,5310
20230513,4990
20230514,5210
20230515,5530
20230517,5530
20230520,5530
20230521,5410
20230522,5660
20230523,5940
20230524,6250
20230527,6450
20230528,6160
20230529,6030
20230530,5940
20230531,6160
20230603,6590
20230606,6980
20230607,7250
20230610,7280
20230611,7390
20230612,6970
20230613,7190
20230614,7390
20230617,7530
20230618,7050
20230619,7190
20230620,7640
20230621,8000
20230624,7720
20230625,8140
20230626,8360
20230627,8700
20230628,9000
20230701,8420
20230702,8090
20230703,7970
20230704,7700
20230705,7600
20230708,7910
20230709,7490
20230710,7040
20230711,6650
20230712,6250
20230715,6150
20230716,5880
20230717,5850
20230718,5850
20230719,5850
20230722,5850
20230723,6240
20230724,6620
20230725,6750
20230726,6770
20230729,6430
20230730,6040
20230731,6080
20230801,6400
20230805,6690
20230806,6780
20230807,6670
20230808,6490
20230809,6740
20230812,6600
20230813,7020
20230814,7510
20230815,7620
20230816,7550
20230819,7230
20230820,6740
20230821,6720
20230822,6350
20230823,6610
20230826,6980
20230827,7410
20230828,7290
20230829,7100
20230830,6860
20230902,7150
20230903,7010
20230904,7030
20230905,7040
20230909,6640
20230910,6640
20230911,6720
20230912,6890
20230913,6570
20230917,6660
20230918,6810
20230919,6820
20230920,6800
20230923,6620
20230925,6300
20230926,6070
20230927,6000
20230930,5970
20231001,5640
20231002,5660
20231004,5950
20231007,6240
20231008,6020
20231009,6020
20231010,5930
20231011,6030
20231014,5800
20231015,5710
20231016,5730
20231017,5710
20231018,5560
20231021,5400
20231022,5380
20231023,5380
20231024,5700
20231025,5880
20231028,5510
20231029,5520
20231030,5430
20231031,5530
20231101,5650
20231104,5800
20231105,5960
20231106,5890
20231107,5840
20231108,5830
20231111,5730
20231112,5670
20231113,5720
20231114,5790
20231115,5970
20231118,5870
20231119,5830
20231120,5680
20231121,5840
20231122,5730
20231125,5670
20231126,5530
20231127,5510
20231128,5420
20231129,5460
20231202,5430
20231203,5480
20231204,5800
20231205,6080
20231206,6050
20231209,6180
20231210,6340
20231211,6500
20231212,6400
20231213,6170
20231216,6110
20231218,6010
20231219,5810
20231220,5670
20231223,5670
20231224,5670
20231225,5670
20231226,5670
20231227,4340
20231230,4340
20231231,4340
20240101,4340
20240102,4340
20240103,4489
20240106,4480
20240107,4761
20240108,5005
20240109,4943
20240110,5128
20240113,5280
20240114,5090
20240115,4920
20240116,5090
20240117,5420
20240120,5770
20240121,6140
20240122,6520
20240123,6760
20240124,6760
20240127,6760
20240128,7040
20240129,7410
20240130,7400
20240131,6890
20240203,6510
20240204,6350
20240205,6670
20240206,6220
20240207,5860
20240210,6190
20240212,6490
20240213,6860
20240214,6550
20240217,6720
20240218,6460
20240219,6060
20240220,6150
20240221,6170
